Transaction_ID,Customer_Age,Gender,Income_Category,Transaction_Amount,Transaction_Type,Merchant_Type,Previous_Transactions,Fraudulent
TXN47231,23,Female,Low,4106.79,In-store,Grocery,14,0
TXN47232,52,Male,High,881.66,Online,Grocery,1,0
TXN47233,69,Male,Very High,122.72,In-store,Entertainment,29,0
TXN47234,22,Female,High,2787.0,Online,Electronics,16,0
TXN47235,69,Male,Low,2080.29,Online,Electronics,14,1
TXN47236,26,Male,Medium,4349.74,In-store,Electronics,3,0
TXN47237,45,Male,Medium,3240.52,Online,Grocery,14,0
TXN47238,36,Female,Low,1823.52,Online,Grocery,20,0
TXN47239,22,Male,Medium,2903.94,Online,Grocery,29,0
TXN47240,40,Female,Low,2814.35,In-store,Entertainment,15,0
TXN47241,61,Female,Medium,2381.02,In-store,Electronics,49,0
TXN47242,61,Female,Low,3428.35,Online,Grocery,26,0
TXN47243,33,Female,Low,1517.0,In-store,Clothing,28,0
TXN47244,24,Female,Very High,2312.1,Online,Entertainment,32,0
TXN47245,31,Male,Medium,4865.03,Online,Entertainment,43,0
TXN47246,39,Female,High,1512.79,Online,Grocery,19,0
TXN47247,26,Male,Low,772.8,In-store,Electronics,44,0
TXN47248,64,Male,Low,83.2,Online,Others,33,0
TXN47249,40,Female,Very High,1186.45,Online,Electronics,17,0
TXN47250,60,Male,Low,291.45,Online,Others,46,0
TXN47251,21,Male,High,3192.23,Online,Grocery,48,0
TXN47252,60,Female,High,706.2,Online,Grocery,8,0
TXN47253,43,Male,Low,2950.38,In-store,Grocery,18,0
TXN47254,58,Male,Low,1327.84,In-store,Entertainment,22,0
TXN47255,23,Female,Medium,726.96,Online,Grocery,21,0
TXN47256,48,Male,Very High,3535.82,In-store,Electronics,7,0
TXN47257,34,Female,Medium,4933.93,Online,Clothing,20,0
TXN47258,26,Male,Medium,4328.98,In-store,Clothing,35,0
TXN47259,44,Female,Medium,4046.24,Online,Others,26,0
TXN47260,23,Male,Low,3873.07,Online,Others,31,0
TXN47261,23,Male,High,1801.45,In-store,Grocery,1,0
TXN47262,21,Male,High,894.44,In-store,Others,22,0
TXN47263,69,Female,Low,620.02,In-store,Clothing,34,0
TXN47264,60,Male,Medium,3004.77,Online,Entertainment,21,0
TXN47265,20,Female,Medium,3859.97,Online,Grocery,19,0
TXN47266,41,Male,High,4939.29,Online,Entertainment,32,0
TXN47267,35,Female,Very High,2527.24,In-store,Clothing,27,0
TXN47268,49,Male,High,2204.08,In-store,Grocery,4,0
TXN47269,65,Male,Medium,1560.78,In-store,Grocery,12,0
TXN47270,38,Female,Low,2004.76,In-store,Grocery,14,0
TXN47271,65,Female,Low,1631.04,In-store,Clothing,48,0
TXN47272,46,Female,Medium,1898.87,In-store,Grocery,30,0
TXN47273,49,Male,Medium,3717.99,Online,Entertainment,15,0
TXN47274,42,Female,Low,2233.43,In-store,Grocery,19,0
TXN47275,29,Male,Low,3046.68,Online,Clothing,1,0
TXN47276,63,Female,Medium,4313.26,Online,Electronics,11,0
TXN47277,26,Male,High,3569.64,Online,Grocery,35,0
TXN47278,24,Male,Low,439.36,In-store,Grocery,45,0
TXN47279,31,Female,Low,3810.2,In-store,Others,25,0
TXN47280,37,Male,Medium,4868.47,In-store,Clothing,24,0
TXN47281,37,Female,High,3803.39,Online,Grocery,13,0
TXN47282,27,Female,Low,3348.33,Online,Entertainment,42,0
TXN47283,28,Female,High,1761.49,In-store,Electronics,42,0
TXN47284,56,Male,Very High,2220.63,In-store,Others,15,0
TXN47285,36,Female,Medium,2877.66,In-store,Grocery,1,0
TXN47286,36,Male,High,3057.23,Online,Grocery,41,0
TXN47287,60,Female,Medium,476.93,In-store,Others,47,0
TXN47288,23,Male,Low,567.97,In-store,Electronics,0,1
TXN47289,25,Male,Medium,181.68,Online,Others,38,1
TXN47290,18,Male,Low,2518.12,In-store,Entertainment,41,0
TXN47291,40,Female,Low,980.96,In-store,Electronics,4,0
TXN47292,57,Female,High,1126.33,Online,Others,48,0
TXN47293,54,Female,Low,2270.05,In-store,Grocery,47,0
TXN47294,27,Male,Low,1276.7,In-store,Others,20,0
TXN47295,19,Male,Low,4970.87,In-store,Others,39,0
TXN47296,53,Male,Very High,2996.69,Online,Grocery,4,0
TXN47297,19,Male,Medium,741.92,Online,Others,8,0
TXN47298,32,Female,Low,2226.88,Online,Entertainment,6,0
TXN47299,37,Male,Low,4424.33,In-store,Grocery,15,1
TXN47300,59,Male,Low,2548.39,Online,Grocery,49,0
TXN47301,38,Female,High,3999.22,Online,Grocery,37,0
TXN47302,47,Female,Low,1753.0,In-store,Clothing,5,0
TXN47303,41,Female,Low,273.21,Online,Electronics,1,0
TXN47304,19,Male,Low,3641.67,Online,Clothing,46,0
TXN47305,55,Male,Medium,4024.14,Online,Clothing,17,0
TXN47306,39,Male,Medium,4333.04,In-store,Grocery,22,0
TXN47307,46,Female,Low,3481.61,In-store,Others,35,0
TXN47308,31,Male,High,1849.07,Online,Clothing,13,0
TXN47309,22,Male,Medium,4359.33,Online,Clothing,25,0
TXN47310,41,Male,Low,3847.28,In-store,Grocery,26,1
TXN47311,43,Female,Low,1406.5,In-store,Clothing,27,0
TXN47312,19,Male,Low,3644.29,Online,Clothing,14,0
TXN47313,63,Male,Low,1572.4,In-store,Others,46,0
TXN47314,62,Female,Low,4274.59,Online,Entertainment,44,0
TXN47315,51,Male,Low,2852.4,In-store,Electronics,21,0
TXN47316,40,Male,Low,167.57,Online,Grocery,34,0
TXN47317,58,Male,Low,4094.81,Online,Others,36,0
TXN47318,52,Female,Low,335.11,In-store,Grocery,48,0
TXN47319,32,Female,Medium,43.57,Online,Others,22,0
TXN47320,20,Female,Low,1917.91,In-store,Others,27,0
TXN47321,29,Female,Low,838.55,In-store,Grocery,46,0
TXN47322,55,Female,Low,1175.35,Online,Grocery,32,0
TXN47323,68,Male,Low,1946.7,In-store,Grocery,29,0
TXN47324,34,Female,Medium,365.69,Online,Grocery,27,0
TXN47325,55,Female,Medium,1826.24,In-store,Grocery,18,0
TXN47326,44,Male,High,1289.45,Online,Others,9,0
TXN47327,36,Male,Very High,798.48,In-store,Clothing,49,0
TXN47328,66,Female,High,3235.6,In-store,Entertainment,9,1
TXN47329,65,Female,Low,3668.44,Online,Clothing,33,0
TXN47330,38,Male,Low,2782.45,In-store,Electronics,45,0
TXN47331,57,Female,High,2071.58,In-store,Grocery,29,0
TXN47332,41,Female,High,2928.56,In-store,Clothing,25,0
TXN47333,41,Female,Medium,659.01,In-store,Electronics,16,0
TXN47334,36,Female,Low,2915.12,In-store,Electronics,22,0
TXN47335,48,Female,Low,2563.22,In-store,Grocery,30,0
TXN47336,57,Female,Medium,728.28,Online,Others,6,0
TXN47337,37,Female,Medium,3512.97,Online,Electronics,28,0
TXN47338,32,Female,Low,3621.15,Online,Clothing,3,0
TXN47339,57,Male,Medium,2732.02,In-store,Clothing,28,0
TXN47340,52,Female,High,1241.86,In-store,Others,4,0
TXN47341,65,Female,Medium,4782.05,Online,Others,46,0
TXN47342,52,Female,Medium,4031.75,In-store,Electronics,34,0
TXN47343,50,Male,Low,1247.77,In-store,Clothing,14,0
TXN47344,57,Female,Low,2265.91,Online,Electronics,31,0
TXN47345,58,Male,Very High,1341.68,In-store,Clothing,19,0
TXN47346,61,Male,Medium,3031.9,Online,Others,8,0
TXN47347,35,Female,Low,4594.91,In-store,Grocery,44,0
TXN47348,34,Female,High,2424.87,In-store,Electronics,5,0
TXN47349,25,Male,High,421.97,In-store,Grocery,36,0
TXN47350,37,Female,Low,3834.41,In-store,Electronics,32,0
TXN47351,28,Male,High,3910.35,Online,Electronics,44,0
TXN47352,47,Male,High,4274.43,Online,Entertainment,11,1
TXN47353,44,Male,High,2958.91,In-store,Electronics,4,0
TXN47354,56,Female,Low,4466.48,In-store,Grocery,26,0
TXN47355,31,Male,High,3681.67,Online,Electronics,44,0
TXN47356,59,Male,Medium,3761.9,In-store,Others,38,0
TXN47357,32,Female,Low,1833.12,Online,Clothing,48,0
TXN47358,29,Male,High,2822.43,In-store,Clothing,20,0
TXN47359,37,Female,Medium,4070.53,Online,Others,11,0
TXN47360,34,Female,High,1503.16,Online,Clothing,36,0
TXN47361,57,Male,Medium,3207.22,Online,Entertainment,37,0
TXN47362,43,Female,Low,4692.11,In-store,Electronics,1,0
TXN47363,31,Male,Medium,4086.08,Online,Others,47,0
TXN47364,42,Male,Very High,3601.49,Online,Grocery,6,0
TXN47365,43,Male,Medium,1111.91,In-store,Grocery,48,0
TXN47366,64,Female,High,2417.68,In-store,Grocery,43,0
TXN47367,42,Female,High,2408.52,Online,Clothing,16,0
TXN47368,42,Female,Low,3320.72,In-store,Clothing,23,0
TXN47369,44,Male,Low,1653.84,Online,Grocery,15,0
TXN47370,60,Male,Very High,2580.68,In-store,Entertainment,6,0
TXN47371,29,Female,High,273.81,Online,Clothing,48,0
TXN47372,37,Male,Medium,382.52,Online,Electronics,47,0
TXN47373,33,Female,Very High,1056.31,Online,Others,31,0
TXN47374,42,Female,Medium,3665.3,Online,Electronics,3,0
TXN47375,44,Male,Medium,1619.08,In-store,Grocery,4,0
TXN47376,69,Female,Medium,279.1,Online,Others,22,0
TXN47377,35,Female,High,3054.78,Online,Electronics,0,0
TXN47378,27,Female,Low,2908.17,Online,Grocery,28,0
TXN47379,68,Male,Low,4433.02,Online,Electronics,46,0
TXN47380,67,Female,Low,3575.84,Online,Grocery,23,0
TXN47381,47,Female,High,584.85,Online,Clothing,42,0
TXN47382,18,Female,Low,3782.16,Online,Clothing,42,0
TXN47383,21,Female,Low,3002.63,Online,Grocery,35,0
TXN47384,40,Female,Medium,1914.9,Online,Clothing,12,0
TXN47385,24,Female,High,3942.94,In-store,Electronics,0,0
TXN47386,47,Male,Medium,4372.7,Online,Entertainment,48,0
TXN47387,43,Female,High,1643.98,In-store,Grocery,24,0
TXN47388,18,Female,Low,3482.2,Online,Electronics,35,0
TXN47389,46,Female,Low,2791.23,Online,Entertainment,21,0
TXN47390,42,Male,High,434.87,Online,Clothing,36,0
TXN47391,57,Female,Low,3819.37,Online,Clothing,25,0
TXN47392,43,Female,Very High,4137.28,Online,Clothing,41,0
TXN47393,34,Female,High,3638.19,In-store,Clothing,38,0
TXN47394,48,Female,High,3326.03,Online,Grocery,14,0
TXN47395,25,Male,Low,2864.37,Online,Electronics,1,0
TXN47396,22,Male,Medium,2424.18,In-store,Electronics,14,0
TXN47397,18,Female,Medium,3595.35,Online,Electronics,12,0
TXN47398,32,Female,Low,637.75,Online,Others,43,0
TXN47399,53,Male,Medium,31.99,In-store,Grocery,28,0
TXN47400,24,Male,Low,1212.57,Online,Electronics,15,0
TXN47401,63,Male,Medium,40.63,Online,Electronics,41,0
TXN47402,61,Female,Low,2250.63,In-store,Electronics,9,0
TXN47403,44,Male,Low,2813.21,In-store,Clothing,10,0
TXN47404,52,Male,Low,2936.39,In-store,Others,35,0
TXN47405,44,Male,Low,3991.42,Online,Electronics,2,0
TXN47406,37,Female,Medium,4437.24,Online,Clothing,20,0
TXN47407,35,Male,Very High,4520.36,Online,Electronics,0,0
TXN47408,57,Female,Low,60.52,In-store,Others,40,0
TXN47409,19,Male,Low,2307.42,In-store,Others,18,0
TXN47410,47,Female,Medium,1835.14,Online,Others,47,0
TXN47411,55,Female,Low,388.31,In-store,Clothing,11,0
TXN47412,47,Male,Medium,1487.48,Online,Grocery,17,0
TXN47413,24,Male,High,829.18,Online,Grocery,42,0
TXN47414,56,Female,Medium,4241.98,Online,Grocery,45,0
TXN47415,30,Male,Low,4494.04,In-store,Others,23,0
TXN47416,50,Male,Low,4351.48,Online,Electronics,29,0
TXN47417,57,Female,High,121.58,Online,Electronics,39,0
TXN47418,47,Female,Low,4107.82,In-store,Others,10,0
TXN47419,47,Male,Medium,4704.03,Online,Others,23,0
TXN47420,40,Female,Low,4218.6,Online,Grocery,19,0
TXN47421,62,Female,Medium,3228.07,In-store,Grocery,42,0
TXN47422,41,Male,Medium,4832.77,Online,Grocery,1,0
TXN47423,37,Female,Low,3403.76,Online,Clothing,21,0
TXN47424,45,Female,Low,4487.94,In-store,Others,25,0
TXN47425,36,Female,Low,2470.89,In-store,Others,48,0
TXN47426,66,Female,Medium,3635.56,Online,Grocery,38,0
TXN47427,30,Male,Medium,1656.8,Online,Others,23,0
TXN47428,33,Male,High,3351.49,Online,Entertainment,44,0
TXN47429,32,Male,Very High,3976.75,Online,Others,5,0
TXN47430,28,Female,Medium,160.82,In-store,Grocery,0,0
TXN47431,29,Male,Very High,1220.59,In-store,Others,25,0
TXN47432,39,Male,Low,1831.34,In-store,Others,44,0
TXN47433,42,Female,Medium,2540.52,In-store,Electronics,5,0
TXN47434,20,Male,Low,3525.96,Online,Clothing,31,0
TXN47435,41,Male,Low,303.51,Online,Grocery,33,0
TXN47436,42,Male,Low,603.58,Online,Grocery,3,0
TXN47437,26,Female,High,2001.44,In-store,Grocery,40,0
TXN47438,45,Female,Medium,1674.64,In-store,Electronics,11,0
TXN47439,63,Female,High,765.18,Online,Others,30,0
TXN47440,47,Male,Medium,3952.87,In-store,Others,26,0
TXN47441,24,Male,Low,1201.89,Online,Others,16,0
TXN47442,28,Male,Medium,1826.34,Online,Grocery,14,0
TXN47443,27,Female,Low,3282.33,In-store,Others,3,0
TXN47444,20,Female,Very High,3165.49,Online,Others,38,0
TXN47445,36,Male,High,126.02,Online,Clothing,36,0
TXN47446,19,Male,Low,3371.94,Online,Others,49,0
TXN47447,34,Female,Very High,4985.85,Online,Clothing,48,0
TXN47448,46,Female,Low,430.36,Online,Clothing,7,0
TXN47449,19,Female,Medium,3358.75,In-store,Clothing,6,0
TXN47450,33,Male,Low,3164.05,Online,Entertainment,4,1
TXN47451,66,Female,Medium,827.65,In-store,Grocery,44,0
TXN47452,27,Male,High,4195.66,Online,Grocery,21,0
TXN47453,21,Male,Low,2217.16,In-store,Electronics,46,0
TXN47454,60,Male,Low,1802.1,Online,Grocery,24,0
TXN47455,43,Male,Medium,4814.53,Online,Electronics,33,0
TXN47456,66,Male,Low,2237.83,In-store,Clothing,44,0
TXN47457,41,Male,Low,1969.45,In-store,Others,15,0
TXN47458,29,Female,Low,122.58,Online,Clothing,46,0
TXN47459,38,Male,High,3908.63,In-store,Electronics,12,0
TXN47460,59,Male,High,4949.88,In-store,Electronics,32,0
TXN47461,33,Male,Low,3310.94,In-store,Others,1,0
TXN47462,53,Female,Low,1883.06,In-store,Others,1,0
TXN47463,52,Male,Low,108.16,In-store,Others,7,0
TXN47464,26,Male,Low,2521.45,In-store,Electronics,12,0
TXN47465,23,Female,Low,3157.39,Online,Grocery,3,0
TXN47466,61,Female,High,1927.5,Online,Entertainment,31,0
TXN47467,18,Male,Medium,4872.39,Online,Entertainment,0,0
TXN47468,31,Male,Low,477.66,In-store,Grocery,15,0
TXN47469,41,Male,Medium,2625.91,Online,Others,2,0
TXN47470,27,Female,Low,1615.81,In-store,Others,34,0
TXN47471,35,Female,Medium,2344.46,Online,Grocery,14,0
TXN47472,62,Male,Very High,238.27,Online,Electronics,48,0
TXN47473,26,Female,Medium,4812.69,In-store,Grocery,19,0
TXN47474,44,Male,Medium,2116.0,Online,Grocery,9,0
TXN47475,36,Male,Medium,298.04,Online,Entertainment,49,0
TXN47476,53,Male,Low,4931.96,Online,Grocery,44,0
TXN47477,20,Male,Low,4918.26,Online,Grocery,43,0
TXN47478,55,Male,Low,2666.73,Online,Others,15,0
TXN47479,26,Female,Low,3475.55,In-store,Others,0,0
TXN47480,27,Male,Low,190.53,Online,Clothing,20,0
TXN47481,26,Female,Low,1057.82,Online,Grocery,43,0
TXN47482,34,Male,Medium,626.62,In-store,Entertainment,49,0
TXN47483,59,Male,Low,3131.64,Online,Clothing,36,0
TXN47484,55,Female,Very High,4428.9,Online,Clothing,40,0
TXN47485,65,Female,High,1391.4,Online,Clothing,9,0
TXN47486,66,Male,High,3826.01,In-store,Grocery,5,0
TXN47487,60,Female,High,327.34,Online,Others,46,0
TXN47488,37,Female,Medium,2160.81,In-store,Grocery,38,0
TXN47489,24,Male,Medium,517.74,Online,Grocery,28,0
TXN47490,21,Female,Medium,2275.3,Online,Electronics,40,0
TXN47491,27,Male,Low,3894.88,Online,Electronics,28,0
TXN47492,38,Male,Low,1227.88,Online,Clothing,43,0
TXN47493,31,Female,High,2918.97,Online,Clothing,9,0
TXN47494,42,Female,Medium,598.84,In-store,Others,18,0
TXN47495,34,Male,Low,1695.75,In-store,Grocery,15,0
TXN47496,45,Female,High,3620.73,Online,Grocery,43,0
TXN47497,31,Female,Medium,3832.77,Online,Others,22,0
TXN47498,69,Female,Medium,4815.17,In-store,Clothing,19,0
TXN47499,30,Female,Very High,1321.9,In-store,Grocery,27,0
TXN47500,51,Female,Very High,3815.29,Online,Others,19,0
TXN47501,58,Male,Low,4358.23,Online,Grocery,0,0
TXN47502,20,Female,High,2045.7,Online,Grocery,16,0
TXN47503,21,Female,Very High,2813.91,Online,Grocery,6,0
TXN47504,61,Female,High,2377.47,In-store,Electronics,16,0
TXN47505,32,Female,High,3241.5,Online,Clothing,40,0
TXN47506,37,Male,High,2475.14,Online,Others,49,0
TXN47507,25,Female,Very High,2734.78,Online,Electronics,36,0
TXN47508,67,Female,Low,3666.86,In-store,Grocery,45,0
TXN47509,22,Female,Low,3139.66,In-store,Others,21,0
TXN47510,19,Female,Low,1274.66,In-store,Grocery,10,1
TXN47511,45,Female,High,2530.55,Online,Electronics,20,0
TXN47512,39,Male,Medium,606.55,Online,Grocery,48,0
TXN47513,26,Female,Low,60.87,In-store,Others,33,0
TXN47514,45,Female,Medium,2034.9,Online,Clothing,29,0
TXN47515,63,Female,Low,279.43,Online,Electronics,40,0
TXN47516,18,Female,Low,1973.94,In-store,Entertainment,6,0
TXN47517,69,Female,Low,1312.09,Online,Electronics,5,0
TXN47518,53,Male,Low,865.7,Online,Clothing,29,0
TXN47519,66,Male,Low,1571.43,In-store,Electronics,43,0
TXN47520,59,Female,Low,3246.21,Online,Electronics,5,0
TXN47521,19,Female,Low,4516.93,Online,Grocery,24,0
TXN47522,55,Male,Medium,4654.5,Online,Others,18,0
TXN47523,43,Male,Low,3286.3,Online,Others,36,0
TXN47524,48,Female,High,2243.25,In-store,Grocery,2,0
TXN47525,68,Female,Low,4610.25,Online,Entertainment,12,0
TXN47526,58,Male,High,1879.51,In-store,Electronics,38,0
TXN47527,68,Male,Low,1290.44,Online,Clothing,21,0
TXN47528,36,Female,Very High,1752.3,Online,Clothing,33,0
TXN47529,48,Female,Low,976.29,In-store,Others,45,0
TXN47530,26,Female,Low,4234.05,In-store,Clothing,18,0
TXN47531,20,Female,Low,1692.77,In-store,Electronics,29,0
TXN47532,55,Male,Low,4010.95,In-store,Electronics,42,0
TXN47533,23,Female,Low,3954.48,Online,Others,25,0
TXN47534,66,Male,High,2502.93,Online,Grocery,43,0
TXN47535,62,Male,Medium,2377.65,In-store,Electronics,34,0
TXN47536,62,Female,Low,4648.93,In-store,Electronics,24,0
TXN47537,24,Male,High,4989.43,In-store,Clothing,0,0
TXN47538,58,Male,High,4883.63,Online,Electronics,9,0
TXN47539,42,Female,Very High,4421.74,Online,Grocery,35,0
TXN47540,42,Male,Low,3188.17,Online,Clothing,8,1
TXN47541,67,Male,Medium,1262.97,In-store,Clothing,4,0
TXN47542,18,Female,Medium,2377.58,Online,Grocery,14,0
TXN47543,39,Male,High,2521.55,Online,Others,27,0
TXN47544,37,Female,Medium,1260.03,In-store,Entertainment,19,0
TXN47545,30,Male,Medium,4373.13,Online,Clothing,24,0
TXN47546,57,Female,High,2062.99,Online,Clothing,34,0
TXN47547,38,Female,Medium,3100.91,In-store,Grocery,7,0
TXN47548,40,Female,Low,3822.61,Online,Clothing,49,0
TXN47549,58,Male,Medium,3608.65,In-store,Others,36,0
TXN47550,50,Female,Medium,2973.31,Online,Clothing,31,0
TXN47551,26,Male,Medium,2144.89,Online,Grocery,47,0
TXN47552,46,Female,Low,2042.54,Online,Grocery,16,0
TXN47553,69,Female,High,1582.81,In-store,Electronics,1,0
TXN47554,49,Female,Low,1720.99,In-store,Others,20,0
TXN47555,28,Female,Low,4639.0,Online,Clothing,11,0
TXN47556,69,Male,Low,1313.68,In-store,Electronics,25,0
TXN47557,53,Female,Low,4549.1,Online,Electronics,8,0
TXN47558,46,Female,High,3567.07,In-store,Grocery,48,0
TXN47559,65,Female,High,1543.32,Online,Others,24,0
TXN47560,48,Male,Low,4738.47,Online,Others,16,1
TXN47561,31,Female,Low,4934.69,In-store,Grocery,0,0
TXN47562,69,Male,Medium,3109.44,In-store,Grocery,32,0
TXN47563,67,Female,Medium,1188.42,Online,Others,2,0
TXN47564,42,Male,Low,2010.23,Online,Grocery,27,0
TXN47565,43,Female,Very High,4782.89,Online,Others,15,0
TXN47566,39,Female,Low,2152.41,Online,Grocery,10,0
TXN47567,26,Female,Very High,1594.69,Online,Entertainment,24,0
TXN47568,50,Female,Medium,3751.21,Online,Clothing,22,0
TXN47569,40,Female,Very High,2704.01,Online,Grocery,21,0
TXN47570,52,Female,Medium,3021.91,In-store,Grocery,8,0
TXN47571,37,Female,Low,3176.48,Online,Grocery,26,0
TXN47572,50,Female,Medium,4592.58,Online,Electronics,4,0
TXN47573,52,Male,Very High,2558.46,Online,Others,30,0
TXN47574,63,Male,Medium,2128.25,Online,Others,12,1
TXN47575,47,Female,High,4763.86,In-store,Clothing,21,0
TXN47576,63,Female,Very High,245.09,In-store,Entertainment,40,0
TXN47577,47,Female,Low,4117.08,Online,Clothing,18,0
TXN47578,39,Male,Medium,2191.3,In-store,Others,27,0
TXN47579,62,Female,Low,4246.92,Online,Entertainment,13,0
TXN47580,18,Female,Very High,2445.6,Online,Clothing,5,0
TXN47581,32,Female,Medium,379.03,Online,Grocery,11,0
TXN47582,42,Male,High,835.01,Online,Grocery,32,0
TXN47583,37,Male,Low,1537.54,In-store,Others,2,0
TXN47584,24,Female,Medium,577.91,Online,Others,9,0
TXN47585,33,Female,Medium,4342.42,In-store,Others,16,1
TXN47586,69,Female,High,1167.6,Online,Others,12,0
TXN47587,40,Male,Medium,4969.11,Online,Entertainment,30,0
TXN47588,38,Male,High,1499.18,Online,Electronics,15,0
TXN47589,18,Male,Medium,2241.03,Online,Others,22,0
TXN47590,64,Female,Low,4480.66,Online,Electronics,30,0
TXN47591,37,Male,Medium,3104.89,In-store,Grocery,19,0
TXN47592,64,Female,High,4444.19,Online,Grocery,1,0
TXN47593,36,Male,Low,3128.76,In-store,Clothing,17,0
TXN47594,23,Male,Low,1487.2,In-store,Clothing,45,0
TXN47595,55,Female,Medium,2006.84,Online,Clothing,4,0
TXN47596,49,Male,Low,2165.76,Online,Grocery,15,0
TXN47597,18,Male,Low,1024.17,Online,Electronics,43,0
TXN47598,47,Female,Medium,1749.42,Online,Grocery,31,0
TXN47599,33,Male,High,4836.73,Online,Grocery,28,0
TXN47600,44,Female,Very High,510.5,Online,Others,36,0
TXN47601,35,Male,Low,4320.37,Online,Grocery,46,0
TXN47602,30,Male,Low,3791.23,Online,Clothing,13,0
TXN47603,61,Female,Very High,4602.83,Online,Clothing,14,0
TXN47604,67,Male,High,4017.54,Online,Others,47,0
TXN47605,45,Male,Very High,4508.0,Online,Clothing,44,0
TXN47606,27,Female,High,452.52,Online,Electronics,9,0
TXN47607,31,Male,Medium,2023.46,Online,Others,10,0
TXN47608,69,Male,Medium,4644.52,In-store,Electronics,19,0
TXN47609,46,Male,Medium,1072.28,Online,Grocery,44,0
TXN47610,28,Female,Low,1027.64,Online,Grocery,42,0
TXN47611,67,Female,Medium,4814.68,In-store,Grocery,30,0
TXN47612,44,Female,High,1685.25,Online,Others,7,0
TXN47613,61,Male,Low,1646.92,In-store,Clothing,39,0
TXN47614,34,Male,Low,3074.34,In-store,Grocery,10,0
TXN47615,20,Male,Low,3166.07,Online,Clothing,24,0
TXN47616,48,Female,Low,4498.39,In-store,Others,16,0
TXN47617,38,Female,Low,187.18,Online,Grocery,0,0
TXN47618,50,Male,Medium,3757.35,Online,Grocery,36,0
TXN47619,18,Female,High,2593.92,Online,Others,14,0
TXN47620,23,Male,Low,3337.19,In-store,Entertainment,20,0
TXN47621,68,Male,Medium,2550.45,Online,Clothing,28,0
TXN47622,21,Female,High,3880.54,Online,Grocery,19,0
TXN47623,39,Female,Very High,3835.01,In-store,Others,8,0
TXN47624,30,Male,Low,4501.14,In-store,Electronics,44,0
TXN47625,61,Female,Medium,4698.63,Online,Others,7,0
TXN47626,47,Male,Medium,1116.37,Online,Grocery,7,0
TXN47627,57,Female,Very High,4926.07,Online,Clothing,14,0
TXN47628,69,Female,Low,2957.08,In-store,Others,27,0
TXN47629,43,Male,High,3519.13,Online,Grocery,7,0
TXN47630,56,Male,Medium,3341.72,In-store,Others,41,0
TXN47631,56,Female,Low,4308.1,Online,Clothing,47,0
TXN47632,24,Male,Low,3350.35,Online,Grocery,11,0
TXN47633,31,Female,Medium,4099.19,In-store,Grocery,24,0
TXN47634,43,Male,Low,1820.44,In-store,Grocery,19,0
TXN47635,35,Female,High,4355.35,Online,Clothing,24,0
TXN47636,68,Male,High,2599.17,Online,Others,45,0
TXN47637,41,Female,Medium,1317.79,In-store,Entertainment,41,0
TXN47638,69,Male,Medium,3696.93,In-store,Electronics,18,0
TXN47639,68,Female,Medium,831.84,Online,Others,0,1
TXN47640,42,Male,Low,4820.78,In-store,Entertainment,25,0
TXN47641,67,Male,Low,4411.95,Online,Others,6,0
TXN47642,49,Male,High,979.69,In-store,Electronics,28,0
TXN47643,23,Female,High,1944.16,In-store,Grocery,49,0
TXN47644,33,Male,Low,1928.4,Online,Grocery,44,0
TXN47645,20,Female,Medium,579.7,Online,Clothing,23,1
TXN47646,38,Male,Very High,3460.94,Online,Electronics,1,0
TXN47647,49,Male,Very High,3784.39,Online,Electronics,28,0
TXN47648,19,Male,High,1554.27,Online,Clothing,5,0
TXN47649,64,Female,Low,2585.29,Online,Grocery,47,0
TXN47650,37,Female,Low,3422.12,In-store,Others,5,0
TXN47651,28,Female,High,3652.76,Online,Entertainment,46,0
TXN47652,68,Male,Medium,4768.81,Online,Grocery,35,0
TXN47653,35,Male,High,3473.98,In-store,Electronics,48,0
TXN47654,28,Male,Low,3265.58,In-store,Grocery,48,0
TXN47655,52,Female,Medium,2785.81,In-store,Grocery,34,0
TXN47656,53,Male,High,1289.84,Online,Grocery,33,0
TXN47657,55,Female,Low,3241.68,Online,Grocery,23,0
TXN47658,29,Male,Very High,3424.96,In-store,Others,3,0
TXN47659,48,Female,Medium,3093.14,In-store,Others,18,0
TXN47660,53,Male,Low,4933.38,In-store,Others,45,0
TXN47661,47,Female,Medium,775.12,In-store,Others,20,0
TXN47662,61,Female,High,3964.06,Online,Clothing,45,0
TXN47663,21,Male,Medium,2672.64,In-store,Clothing,39,0
TXN47664,19,Female,High,4332.27,Online,Electronics,32,0
TXN47665,61,Female,Low,1383.64,Online,Grocery,13,0
TXN47666,30,Female,Medium,2598.84,Online,Electronics,20,0
TXN47667,43,Male,Low,4172.19,Online,Grocery,14,0
TXN47668,46,Female,Low,105.11,Online,Clothing,27,0
TXN47669,65,Male,High,4702.06,Online,Entertainment,15,0
TXN47670,53,Male,Medium,314.03,In-store,Electronics,32,0
TXN47671,45,Male,Very High,1275.57,In-store,Electronics,48,0
TXN47672,25,Male,High,3886.44,Online,Grocery,7,0
TXN47673,22,Male,Medium,17.53,Online,Entertainment,3,0
TXN47674,49,Female,High,2592.9,In-store,Grocery,49,0
TXN47675,47,Male,Low,1265.01,Online,Clothing,34,0
TXN47676,31,Female,Medium,3419.73,In-store,Others,15,0
TXN47677,64,Male,Medium,1191.73,Online,Others,34,0
TXN47678,60,Male,Medium,547.64,Online,Grocery,43,0
