Monthly_Spending,Visit_Frequency,Customer_Support_Calls,Membership_Years,Discounts_Used,Churn
39,20,9,5,15,0
410,23,1,1,17,0
170,15,7,4,12,0
409,19,4,9,19,0
408,5,9,5,15,0
406,13,2,7,15,0
496,4,1,0,2,0
12,13,3,9,17,0
33,6,7,6,10,0
416,12,0,4,12,0
68,29,9,6,1,0
246,9,2,2,2,0
249,15,0,3,0,0
320,21,1,1,0,0
330,15,9,5,14,0
169,17,6,4,2,0
490,29,0,0,3,0
69,5,8,0,11,0
249,5,7,7,11,0
423,25,0,7,13,0
331,24,9,5,10,0
411,5,0,8,5,0
68,21,1,0,13,0
62,14,1,9,1,0
73,2,5,7,2,0
130,9,0,1,17,0
128,14,3,7,7,0
295,27,6,2,1,0
27,15,8,5,19,0
14,4,9,6,15,1
334,23,2,2,13,0
401,26,3,1,18,0
402,6,4,0,19,0
169,14,4,4,3,0
385,5,1,0,5,0
151,27,4,0,11,0
406,11,9,4,9,0
27,21,0,2,8,0
77,14,6,9,2,0
123,7,4,2,0,0
31,14,5,6,13,0
29,13,8,2,7,0
408,18,2,1,17,0
272,25,0,2,11,0
470,2,7,3,11,0
107,9,1,8,9,0
114,11,1,1,3,0
295,20,9,5,19,0
14,29,3,4,4,0
138,26,4,5,7,0
453,11,0,4,18,0
168,26,2,5,5,0
260,6,7,3,15,0
285,1,5,7,8,0
92,5,2,8,10,0
329,22,6,9,2,0
127,25,5,6,13,0
457,14,4,0,4,0
38,25,7,4,5,0
367,16,7,6,0,0
147,9,2,4,12,0
166,19,7,4,8,0
40,29,9,4,2,0
340,20,8,4,5,0
480,8,9,4,19,0
295,8,2,0,7,0
162,16,7,5,3,0
345,18,7,5,5,0
67,8,6,7,11,0
322,23,7,4,11,0
96,9,0,1,6,0
132,5,2,6,15,0
200,2,5,0,6,0
362,21,6,4,2,0
380,14,6,4,12,0
302,18,5,2,19,0
323,13,3,1,8,0
37,12,4,3,10,0
164,15,8,6,6,0
463,21,0,9,14,0
239,15,1,2,0,0
46,29,4,5,1,0
15,25,4,6,0,0
482,23,6,1,14,0
470,23,7,2,3,0
327,1,9,8,3,0
234,25,5,0,13,0
42,22,5,7,4,0
98,7,4,0,0,0
343,13,4,2,14,0
49,28,7,5,6,0
178,18,4,7,15,0
384,1,5,6,13,0
307,11,2,2,14,0
495,13,4,5,14,0
402,20,8,0,19,0
27,28,2,7,0,0
24,9,7,8,18,0
141,25,6,8,6,0
299,16,3,3,17,0
327,11,4,3,14,0
303,3,7,6,12,0
218,17,9,6,18,0
336,2,6,5,17,0
489,9,9,6,3,0
288,9,9,0,17,0
391,16,1,8,3,0
285,28,7,5,15,0
449,1,7,7,13,0
318,25,8,4,13,0
395,17,1,6,6,0
286,10,3,2,12,0
85,20,1,9,13,0
307,5,3,0,9,0
322,8,2,6,12,0
387,13,6,4,5,0
442,21,4,0,10,0
356,5,6,8,5,0
121,4,1,8,10,0
275,25,3,5,18,0
81,29,5,8,16,0
326,8,4,6,2,0
30,25,1,7,0,0
197,23,6,1,15,0
130,7,1,1,11,0
351,5,8,3,13,0
150,10,6,0,17,0
313,17,2,7,2,0
433,28,5,4,7,0
456,6,4,6,17,0
213,10,8,1,15,0
218,16,2,4,14,0
18,22,1,8,1,0
194,10,1,8,15,0
444,4,3,1,9,0
378,2,0,1,10,0
385,1,8,4,18,0
305,3,2,2,18,0
341,27,4,0,9,0
210,13,1,0,16,0
73,29,7,4,0,0
359,25,2,2,6,0
335,12,4,8,15,0
329,1,6,2,10,0
34,21,1,2,17,0
421,10,2,2,0,0
403,6,7,0,1,0
498,9,9,2,1,0
165,1,7,4,5,0
230,12,2,7,7,0
301,5,9,6,19,0
148,1,6,3,13,0
30,2,1,3,19,0
495,14,8,3,7,0
163,2,7,7,16,0
411,27,8,7,4,0
77,5,8,1,2,0
50,10,6,6,17,0
24,20,3,4,9,0
288,6,4,1,3,0
178,5,6,2,9,0
143,2,4,6,17,0
208,9,9,5,12,0
247,29,7,5,16,0
453,10,4,6,13,0
121,8,4,5,18,0
472,25,4,1,17,0
61,27,3,7,7,0
146,6,6,6,17,0
264,5,1,5,15,0
124,21,9,4,10,0
167,18,3,5,16,0
309,27,2,2,17,0
455,20,9,1,18,0
436,18,7,8,17,0
421,2,6,0,13,0
487,12,2,1,16,0
273,8,3,9,7,0
364,4,3,9,14,0
316,28,9,0,16,0
108,20,6,7,10,0
130,23,7,3,5,0
99,4,3,5,18,0
39,9,7,4,15,0
492,9,0,7,11,0
239,12,8,9,14,0
148,14,6,6,10,0
263,3,3,0,6,0
413,6,7,7,9,0
40,15,9,3,18,0
171,23,1,6,4,0
405,19,7,2,16,0
441,4,9,1,18,0
165,1,5,0,3,0
332,27,6,9,0,0
126,9,6,4,13,0
200,23,1,2,16,0
185,26,1,2,13,0
435,16,3,7,5,0
445,23,5,0,4,0
14,9,3,1,2,0
342,12,5,0,14,0
21,14,4,6,6,0
68,15,5,3,10,0
330,22,8,2,9,0
317,24,5,2,13,0
308,21,5,9,2,0
259,16,7,2,13,0
348,8,4,1,16,0
102,28,4,4,3,0
328,10,9,0,5,0
120,14,0,4,19,0
315,17,5,9,4,0
377,3,0,7,9,0
304,4,7,6,6,0
435,16,9,2,14,0
482,14,8,8,17,0
345,27,5,9,0,0
26,25,8,6,3,0
229,24,1,0,10,0
496,14,8,5,9,0
308,16,3,3,12,0
314,8,2,5,18,0
14,18,0,2,9,0
138,7,0,4,17,0
332,28,7,2,8,0
121,3,1,6,8,0
33,6,0,4,19,0
38,20,1,3,11,0
408,16,2,9,13,0
141,22,3,6,1,0
53,4,8,6,9,0
330,19,6,9,17,0
385,2,4,8,5,0
216,4,4,2,1,0
391,26,5,9,16,0
225,2,0,7,17,0
253,7,5,6,17,0
40,15,5,8,13,0
413,17,4,1,10,0
275,14,9,5,18,0
20,11,8,4,15,0
91,17,9,2,7,0
491,5,9,6,17,0
165,23,4,4,2,0
175,14,8,5,3,0
217,17,9,3,4,0
33,28,6,6,3,0
304,28,2,6,6,0
384,20,8,4,19,0
188,21,9,6,5,0
341,2,6,6,16,0
59,7,3,9,13,0
499,4,8,7,4,0
16,8,5,0,14,0
109,1,8,3,9,0
90,10,3,0,1,0
250,1,9,2,11,0
333,1,1,7,10,0
190,4,8,6,6,0
302,17,9,2,6,0
490,5,3,3,18,0
92,14,1,1,6,0
63,6,6,1,13,0
99,7,6,4,11,0
448,8,4,1,9,0
212,24,4,6,4,0
40,18,7,0,6,0
202,28,5,8,5,0
497,4,0,9,19,0
109,23,3,0,1,0
358,25,0,0,12,0
98,25,4,8,15,0
452,27,4,6,7,0
132,3,3,9,12,0
383,28,8,3,13,0
56,23,7,2,4,0
442,4,9,4,2,0
155,25,2,1,13,0
12,23,4,5,12,0
27,16,5,5,16,0
323,13,4,0,8,0
336,29,7,9,6,0
485,22,4,8,17,0
90,25,7,0,10,0
162,23,9,5,15,0
411,11,9,6,17,0
317,24,2,7,6,0
497,11,4,1,3,0
308,5,3,7,18,0
76,20,5,9,10,0
98,1,2,1,12,0
144,14,9,1,5,0
376,24,3,8,12,0
211,22,3,6,1,0
437,20,4,7,13,0
437,19,5,0,12,0
188,5,1,9,4,0
348,20,9,5,2,0
88,27,7,0,3,0
94,27,3,4,13,0
30,23,6,1,17,0
387,6,6,8,10,0
174,19,9,2,18,0
37,12,1,9,1,0
246,26,6,6,1,0
297,29,0,1,2,0
194,27,1,9,15,0
434,28,4,3,0,0
319,14,7,9,9,0
164,17,6,2,5,0
132,7,2,0,16,0
96,21,9,9,18,0
211,1,8,5,11,0
49,17,4,4,19,0
178,6,2,5,15,0
79,4,6,0,1,0
289,14,3,7,14,0
411,8,0,3,18,0
339,18,4,6,0,0
449,20,7,7,5,0
408,28,3,2,17,0
363,13,6,3,18,0
337,8,7,8,2,0
428,28,8,8,4,0
36,24,8,6,2,0
354,16,4,2,6,0
140,5,5,3,6,0
286,3,6,6,0,0
386,13,9,5,12,0
304,15,1,5,12,0
297,4,8,3,14,0
263,3,0,9,18,0
443,27,5,7,6,0
94,2,5,8,16,0
18,4,6,9,9,1
59,25,1,6,18,0
10,6,5,7,17,0
13,4,5,9,7,0
13,17,8,1,7,0
99,7,7,3,8,0
171,18,4,2,12,0
164,28,6,5,12,0
24,22,6,1,1,0
374,10,4,6,6,0
41,17,6,7,6,0
434,29,2,3,19,0
464,23,6,7,0,0
454,4,5,7,13,0
72,27,5,2,5,0
454,19,1,0,12,0
373,26,1,2,0,0
117,7,6,9,19,0
23,13,0,0,2,0
32,3,8,1,14,1
120,8,2,7,17,0
330,11,5,3,9,0
169,16,2,8,14,0
50,20,8,6,7,0
291,19,9,2,4,0
313,23,6,0,8,0
466,23,0,0,0,0
153,9,3,0,18,0
424,10,4,9,7,0
459,23,6,2,4,0
297,6,6,4,17,0
403,3,4,7,8,0
162,20,0,7,0,0
91,8,4,1,18,0
374,6,4,8,13,0
235,25,3,8,13,0
486,8,5,6,3,0
438,14,7,9,6,0
161,8,9,4,19,0
268,11,4,4,10,0
327,10,7,7,1,0
88,26,4,7,17,0
204,23,2,4,9,0
448,10,7,5,0,0
232,11,3,5,13,0
275,1,2,5,9,0
239,15,2,4,17,0
448,5,5,8,6,0
159,14,7,0,18,0
407,23,9,9,3,0
466,26,4,2,13,0
475,25,0,6,8,0
145,28,0,8,3,0
132,20,2,1,5,0
367,8,5,3,1,0
408,17,1,7,0,0
119,4,0,4,16,0
152,4,6,7,3,0
445,18,1,1,4,0
79,27,7,7,17,0
63,27,1,5,12,0
341,19,0,4,19,0
435,3,9,1,10,0
412,9,1,6,19,0
49,7,1,0,0,0
206,2,6,5,11,0
36,9,0,2,12,0
339,24,2,5,3,0
308,6,4,0,11,0
189,6,6,0,5,0
55,28,5,1,12,0
151,16,7,9,13,0
329,2,0,6,11,0
454,29,6,3,19,0
107,16,8,3,1,0
135,3,6,3,11,0
67,22,5,4,5,0
186,16,8,1,3,0
216,12,3,6,0,0
294,3,9,2,7,0
163,11,5,2,7,0
36,11,5,1,11,0
460,23,9,5,3,0
332,16,2,3,15,0
172,5,6,3,13,0
259,20,0,7,13,0
197,8,7,1,1,0
454,11,7,6,16,0
492,11,7,1,7,0
379,18,8,5,6,0
463,19,3,4,12,0
343,10,5,7,10,0
99,28,6,5,18,0
140,4,1,6,18,0
426,28,5,5,9,0
307,10,7,7,10,0
22,14,3,1,15,0
38,6,4,6,7,0
274,5,7,4,1,0
41,15,2,8,13,0
159,5,5,8,16,0
95,23,0,7,16,0
67,24,3,7,10,0
66,6,5,3,0,0
491,19,2,7,18,0
403,20,0,1,0,0
34,17,5,4,3,0
199,14,2,3,6,0
456,11,7,4,19,0
85,14,6,4,0,0
380,5,6,4,10,0
396,13,7,6,12,0
348,12,6,0,2,0
234,26,4,1,7,0
440,24,9,6,11,0
192,19,7,0,1,0
163,10,7,8,0,0
278,13,7,2,19,0
400,15,9,5,13,0
427,20,5,3,14,0
287,13,1,2,3,0
349,4,7,7,19,0
372,22,9,1,6,0
32,9,0,2,0,0
441,26,8,7,4,0
23,19,8,2,13,0
103,20,5,7,5,0
352,22,9,6,6,0
376,22,5,1,11,0
61,7,5,0,6,0
348,15,3,0,17,0
432,17,0,1,15,0
50,14,0,6,8,0
173,14,0,8,6,0
15,9,4,6,13,0
416,16,6,2,1,0
147,2,0,7,12,0
108,14,0,7,6,0
350,4,5,8,18,0
233,3,1,8,1,0
325,3,1,8,5,0
39,11,6,3,11,0
234,5,8,9,1,0
335,16,7,3,16,0
270,23,1,1,11,0
256,29,6,7,19,0
88,28,4,1,8,0
194,23,9,2,13,0
308,23,3,8,2,0
189,19,9,1,2,0
482,9,3,0,15,0
86,22,3,4,5,0
271,11,8,6,7,0
238,12,6,3,12,0
11,27,6,3,7,0
26,26,3,2,7,0
353,27,8,5,6,0
21,8,7,7,4,0
437,14,9,1,19,0
191,17,3,5,0,0
343,20,5,7,12,0
16,15,3,0,7,0
255,15,0,3,10,0
483,23,4,0,19,0
425,12,9,3,6,0
166,9,2,8,18,0
183,12,0,5,6,0
496,19,1,5,15,0
338,12,1,4,11,0
343,11,7,2,10,0
190,28,3,1,8,0
474,6,2,8,6,0
290,8,3,8,19,0
318,11,9,6,13,0
487,3,0,1,3,0
246,16,0,3,2,0
166,6,4,7,8,0
260,9,6,9,4,0
230,9,8,5,2,0
347,6,6,4,0,0
232,5,4,9,17,0
220,1,2,1,12,0
346,3,7,0,3,0
143,3,6,0,17,0
341,12,3,0,8,0
431,4,0,5,6,0
268,21,2,3,14,0
44,16,7,8,12,0
192,11,1,8,1,0
312,8,8,2,10,0
170,29,3,5,3,0
102,27,6,5,17,0
396,9,9,9,2,0
206,28,6,9,1,0
324,14,7,0,11,0
215,23,6,8,3,0
493,29,3,3,13,0
485,26,6,5,15,0
498,22,4,9,3,0
361,15,9,7,11,0
27,19,6,0,18,0
243,9,2,7,18,0
497,26,9,5,11,0
391,17,6,0,14,0
342,9,6,8,2,0
75,3,1,8,18,0
253,25,7,9,14,0
418,16,6,7,19,0
285,13,8,6,6,0
208,26,3,0,3,0
468,17,8,0,0,0
462,24,0,7,8,0
422,22,4,9,6,0
27,25,9,7,4,0
81,4,6,0,8,0
164,28,3,7,5,0
387,21,6,7,11,0
179,22,8,9,12,0
331,28,4,9,0,0
364,9,4,2,14,0
291,22,1,0,15,0
160,9,4,2,1,0
270,18,7,7,8,0
89,14,3,7,9,0
115,20,1,6,19,0
20,3,7,1,15,1
412,4,3,4,14,0
217,1,4,9,2,0
489,18,6,7,1,0
405,4,4,2,7,0
139,10,9,5,15,0
180,4,3,1,8,0
415,21,6,7,2,0
419,25,3,8,16,0
42,17,9,0,12,0
33,8,3,3,15,0
206,19,1,5,4,0
414,9,4,1,4,0
55,16,7,5,2,0
283,27,3,6,12,0
240,24,1,5,7,0
142,24,8,9,7,0
273,25,5,9,16,0
94,15,2,7,14,0
376,20,9,4,3,0
322,16,4,2,17,0
14,28,5,1,6,0
278,21,8,1,9,0
348,12,4,1,0,0
230,23,8,9,3,0
203,18,0,4,10,0
430,7,9,9,14,0
355,16,3,3,14,0
422,28,0,1,2,0
78,19,1,4,18,0
297,6,1,6,19,0
367,29,9,4,13,0
185,6,4,7,2,0
395,6,0,5,7,0
334,26,9,8,9,0
248,15,2,9,8,0
490,2,5,4,14,0
188,9,0,7,8,0
265,8,0,5,3,0
428,7,2,6,11,0
220,27,8,7,18,0
408,28,1,3,0,0
236,28,5,3,13,0
81,16,2,5,9,0
376,15,5,1,0,0
74,9,6,8,3,0
175,20,6,7,9,0
223,15,1,1,2,0
26,2,2,0,15,0
345,20,3,9,17,0
182,14,7,3,11,0
138,28,4,3,18,0
12,26,0,1,8,0
392,11,8,4,19,0
393,3,0,2,4,0
257,2,1,2,4,0
79,18,6,9,7,0
61,14,2,2,6,0
446,24,5,3,18,0
387,29,7,4,17,0
268,5,4,3,14,0
248,12,0,8,0,0
103,14,9,3,6,0
56,6,2,6,18,0
84,8,1,9,4,0
100,7,5,4,7,0
95,7,4,9,4,0
15,12,6,8,4,0
239,29,1,8,4,0
498,7,5,7,10,0
439,12,4,5,6,0
360,27,5,5,1,0
326,16,4,1,16,0
52,27,6,6,10,0
321,7,4,8,19,0
207,8,6,8,4,0
379,1,0,1,6,0
413,13,8,8,0,0
312,19,5,6,8,0
191,1,8,4,10,0
178,24,0,4,11,0
212,18,1,5,9,0
203,7,6,7,19,0
40,22,3,1,10,0
111,27,9,2,0,0
73,17,0,9,19,0
355,28,4,6,4,0
100,15,3,2,14,0
451,22,5,0,9,0
259,25,6,5,11,0
192,19,2,6,13,0
311,28,5,8,18,0
375,23,1,0,9,0
360,4,9,8,11,0
289,17,3,9,17,0
214,7,9,6,18,0
98,16,8,7,3,0
302,17,6,2,18,0
434,27,1,4,13,0
418,20,5,2,7,0
294,29,3,6,3,0
168,15,7,1,15,0
372,9,7,5,11,0
496,21,0,9,17,0
139,23,7,1,11,0
257,13,9,8,17,0
149,7,6,5,3,0
398,28,0,4,15,0
198,19,2,5,17,0
100,29,4,5,18,0
65,11,2,5,15,0
235,8,2,9,2,0
343,17,0,5,16,0
336,4,7,8,2,0
174,26,8,6,12,0
45,4,4,0,5,0
339,18,0,9,18,0
38,22,0,8,8,0
89,17,8,5,18,0
431,3,0,9,10,0
478,9,8,7,2,0
367,28,2,2,14,0
178,26,2,2,15,0
42,6,3,8,2,0
102,2,4,8,4,0
121,28,5,4,6,0
388,12,5,4,8,0
218,15,9,2,0,0
406,9,8,6,18,0
399,29,0,6,13,0
203,2,8,2,14,0
273,12,3,7,2,0
256,16,6,5,3,0
127,7,5,2,16,0
457,1,8,5,13,0
489,21,1,0,6,0
237,7,1,5,7,0
18,3,6,6,15,1
416,20,8,3,15,0
208,5,4,3,13,0
488,3,6,2,16,0
286,15,7,4,4,0
138,6,7,0,8,0
311,15,3,5,2,0
71,3,9,1,4,0
11,24,6,3,19,0
369,23,0,5,17,0
340,1,3,5,9,0
366,2,4,9,0,0
475,4,9,6,16,0
181,21,6,0,7,0
254,14,5,5,19,0
97,14,3,8,16,0
393,27,2,7,17,0
92,10,5,7,4,0
14,11,9,5,6,0
358,4,4,3,4,0
48,15,2,0,9,0
393,20,3,4,5,0
331,25,1,4,6,0
474,4,8,6,2,0
310,20,6,0,9,0
84,20,9,5,5,0
110,16,2,6,1,0
150,2,7,0,1,0
102,13,7,2,5,0
128,8,0,9,17,0
297,13,4,8,9,0
118,20,4,7,6,0
497,21,2,9,16,0
52,8,1,5,3,0
145,4,0,7,11,0
339,5,3,1,7,0
226,21,9,6,8,0
452,6,1,1,9,0
404,23,4,2,18,0
165,19,9,1,8,0
490,10,1,4,3,0
48,27,0,9,15,0
291,3,9,4,0,0
337,13,9,5,9,0
367,9,9,5,15,0
35,17,9,6,4,0
41,10,8,7,2,0
55,12,1,3,3,0
165,13,9,8,9,0
253,24,3,2,1,0
400,10,2,4,19,0
44,19,0,2,5,0
459,21,7,1,13,0
287,19,1,4,4,0
251,26,7,8,18,0
415,17,0,5,19,0
387,26,5,3,14,0
268,5,3,6,16,0
55,8,2,9,11,0
443,5,0,4,12,0
246,15,9,6,19,0
17,4,0,1,15,0
269,25,6,1,14,0
280,13,5,8,10,0
53,17,2,3,4,0
247,5,1,0,17,0
176,1,9,8,12,0
385,22,2,0,10,0
85,15,7,1,9,0
166,10,6,8,14,0
210,25,6,2,6,0
243,11,4,0,11,0
241,18,9,2,17,0
455,29,2,8,5,0
221,13,0,1,8,0
427,20,0,4,15,0
163,24,5,0,7,0
377,16,3,9,11,0
222,19,6,0,18,0
96,23,9,6,15,0
27,12,9,9,3,0
200,23,9,9,19,0
317,14,0,2,15,0
63,2,5,0,6,0
225,28,6,0,12,0
51,10,0,4,11,0
358,4,1,2,0,0
239,1,8,3,10,0
239,24,8,5,16,0
191,26,5,1,5,0
445,26,3,6,1,0
150,25,6,4,2,0
297,17,4,7,1,0
348,11,2,3,17,0
346,7,3,7,12,0
331,17,1,3,18,0
91,28,5,4,6,0
451,17,2,2,15,0
176,9,6,3,15,0
420,10,3,8,9,0
343,26,7,4,6,0
63,6,0,3,19,0
472,17,8,3,15,0
465,16,2,6,9,0
82,7,2,1,13,0
222,19,4,3,8,0
180,26,9,2,3,0
492,4,0,6,11,0
445,20,2,3,16,0
279,24,3,7,7,0
228,17,1,4,3,0
145,24,5,8,7,0
44,9,9,8,8,0
155,11,3,2,11,0
192,23,0,8,15,0
87,1,2,3,7,0
317,7,6,8,14,0
262,22,2,1,16,0
337,5,5,4,12,0
442,5,5,5,13,0
401,1,0,2,14,0
430,6,1,1,8,0
245,13,9,0,11,0
331,15,5,6,18,0
346,4,1,3,8,0
86,17,1,7,12,0
383,28,3,7,17,0
471,24,7,7,3,0
434,24,5,1,19,0
498,28,7,4,0,0
82,13,3,7,19,0
36,11,2,9,2,0
413,4,6,1,10,0
47,29,6,1,1,0
263,7,1,0,5,0
405,19,0,5,2,0
435,24,7,4,9,0
95,7,2,0,8,0
366,14,5,7,13,0
443,21,6,7,15,0
368,16,7,4,17,0
40,21,5,2,3,0
214,9,6,7,17,0
202,22,4,2,1,0
239,22,2,3,9,0
190,2,1,6,11,0
254,27,6,6,6,0
49,16,7,3,15,0
338,5,7,8,16,0
432,12,2,5,13,0
403,20,1,7,17,0
166,26,8,6,0,0
177,15,5,3,1,0
167,3,9,1,13,0
139,9,2,1,5,0
91,27,4,7,14,0
165,28,0,7,3,0
184,7,1,0,8,0
297,4,8,0,14,0
97,25,9,3,4,0
111,9,9,0,5,0
257,28,2,9,10,0
215,15,7,0,12,0
98,23,9,9,11,0
354,21,7,4,6,0
297,29,4,0,19,0
420,25,7,9,11,0
319,29,1,5,9,0
105,7,1,3,2,0
449,25,3,9,1,0
168,11,7,4,19,0
123,19,1,8,0,0
33,11,3,1,5,0
172,25,7,2,12,0
295,1,2,2,9,0
362,21,7,8,12,0
64,13,1,2,4,0
73,13,0,9,7,0
42,2,5,4,10,0
55,17,7,5,18,0
228,19,8,5,18,0
490,23,9,5,3,0
298,15,7,0,9,0
205,19,1,5,8,0
262,10,0,0,6,0
457,10,6,5,17,0
295,27,6,9,8,0
245,9,2,5,5,0
88,19,5,2,5,0
422,11,6,2,12,0
455,6,8,5,16,0
101,2,0,1,14,0
105,24,2,4,8,0
237,10,4,9,5,0
295,15,2,2,16,0
371,5,7,4,4,0
244,18,9,2,2,0
111,7,5,1,15,0
261,3,1,3,1,0
499,21,0,4,19,0
149,27,9,5,2,0
332,25,4,1,8,0
152,16,8,2,18,0
249,17,9,2,13,0
275,2,8,5,13,0
351,16,0,0,16,0
70,21,2,6,7,0
32,20,5,7,16,0
20,1,4,6,16,0
25,14,3,3,6,0
58,16,1,6,8,0
375,23,3,0,3,0
345,9,4,7,9,0
407,17,1,9,3,0
399,8,9,9,4,0
179,9,0,2,1,0
410,2,6,8,14,0
128,13,6,0,8,0
488,1,7,5,8,0
51,22,9,0,0,0
19,7,5,7,11,0
439,18,0,2,12,0
477,21,7,3,19,0
58,5,1,5,12,0
274,7,2,3,13,0
216,12,7,7,9,0
176,27,3,8,16,0
11,17,4,4,16,0
77,26,8,0,13,0
317,24,6,7,16,0
481,5,9,1,18,0
219,12,6,5,2,0
148,19,0,5,3,0
46,13,0,6,10,0
227,16,7,8,15,0
465,29,9,0,12,0
287,25,0,9,17,0
189,27,9,7,10,0
14,19,1,4,10,0
139,23,3,5,8,0
142,10,8,7,1,0
108,12,6,7,2,0
169,7,6,6,13,0
245,14,9,6,15,0
156,10,6,0,7,0
368,28,4,7,15,0
124,8,0,2,3,0
13,15,4,4,8,0
96,26,7,3,3,0
55,16,6,9,12,0
92,8,6,2,1,0
163,4,1,9,17,0
315,17,0,4,4,0
291,4,3,2,16,0
336,22,7,8,9,0
297,26,0,8,3,0
120,11,1,5,5,0
126,13,6,2,9,0
106,6,4,4,16,0
437,22,5,7,4,0
291,14,7,8,6,0
198,28,8,2,4,0
97,7,7,4,7,0
316,12,0,1,0,0
452,27,3,1,1,0
96,1,4,1,15,0
431,10,8,5,7,0
35,1,5,2,14,0
389,16,5,9,10,0
438,7,2,4,15,0
40,28,1,7,6,0
135,20,1,4,16,0
207,6,6,1,2,0
310,22,4,5,14,0
40,25,9,1,3,0
376,18,0,7,2,0
326,20,4,1,10,0
441,4,0,6,1,0
241,23,8,3,6,0
54,16,7,3,14,0
325,1,3,7,13,0
198,21,0,3,6,0
61,27,7,7,16,0
61,20,4,8,9,0
341,2,0,7,17,0
474,16,1,3,13,0
327,21,4,4,5,0
419,9,8,5,18,0
332,15,9,8,9,0
88,24,7,4,16,0
58,16,9,1,18,0
239,9,7,6,19,0
353,7,8,5,16,0
380,10,1,2,13,0
487,7,6,7,6,0
53,13,9,2,18,0
301,2,4,9,6,0
446,12,2,3,11,0
256,13,9,8,5,0
437,3,7,3,7,0
228,11,1,1,8,0
31,26,3,8,17,0
139,8,4,9,9,0
16,11,4,7,15,0
281,18,3,3,16,0
481,7,2,5,0,0
359,12,2,5,6,0
53,6,4,1,8,0
249,28,9,8,11,0
375,10,5,5,0,0
74,20,0,4,9,0
255,27,3,1,9,0
484,15,9,9,9,0
82,20,9,0,6,0
80,15,5,6,14,0
206,19,1,3,9,0
198,6,9,6,15,0
167,19,4,4,15,0
435,15,8,0,19,0
484,25,2,4,0,0
339,20,2,3,10,0
34,20,8,0,18,0
347,18,2,9,17,0
80,2,3,1,2,0
322,7,8,8,14,0
232,5,3,0,5,0
169,3,4,9,9,0
315,6,1,3,2,0
84,6,7,7,9,0
147,1,8,4,15,0
415,19,9,9,3,0
488,12,3,6,0,0
50,5,2,1,17,0
312,27,3,3,3,0
407,29,6,3,4,0
396,27,0,0,3,0
481,7,1,7,18,0
343,20,9,2,19,0
318,28,4,3,18,0
25,8,8,1,2,0
384,19,5,9,19,0
198,6,2,4,12,0
37,15,2,4,19,0
172,6,6,2,17,0
497,9,2,7,5,0
395,4,9,0,19,0
326,16,2,1,5,0
449,23,9,0,5,0
491,10,6,5,16,0
64,1,8,3,16,0
283,11,8,9,4,0
464,17,2,0,16,0
314,18,7,6,8,0
111,20,0,8,19,0
51,28,7,4,1,0
272,22,1,6,18,0
397,20,3,3,8,0
180,15,6,3,7,0
217,6,5,3,18,0
324,16,8,4,12,0
58,2,7,7,3,0
69,25,1,3,5,0
15,27,3,6,3,0
157,3,0,8,10,0
296,23,6,5,9,0
220,17,3,3,15,0
381,8,7,4,17,0
159,20,1,7,18,0
94,27,7,3,11,0
475,28,1,3,13,0
169,15,7,6,17,0
56,13,0,5,19,0
171,21,1,0,0,0
164,23,4,8,12,0
239,19,0,4,2,0
309,25,4,9,13,0
167,25,4,1,17,0
170,24,6,4,18,0
420,1,1,7,0,0
256,28,1,5,14,0
65,29,5,7,15,0
160,12,9,4,9,0
308,18,2,3,19,0
476,18,7,9,3,0
63,3,2,2,10,0
232,18,9,1,15,0
263,17,3,8,4,0
77,11,6,0,18,0
62,5,0,9,10,0
476,22,0,1,17,0
254,29,8,5,14,0
495,7,5,5,1,0
49,26,4,0,12,0
453,23,1,7,11,0
351,18,1,3,13,0
402,29,6,6,0,0
360,7,5,9,11,0
147,18,7,8,12,0
275,2,2,1,2,0
423,28,2,6,2,0
147,6,4,0,0,0
451,22,9,2,10,0
301,8,3,3,3,0
219,21,7,2,10,0
181,21,5,7,1,0
194,26,7,6,18,0
308,17,6,2,11,0
249,4,1,6,12,0
220,17,8,1,16,0
372,26,5,2,18,0
160,16,5,6,3,0
397,21,1,9,5,0
405,15,8,4,2,0
133,15,0,8,10,0
58,8,5,7,11,0
417,17,7,5,11,0
406,19,1,3,17,0
133,1,2,2,13,0
77,13,9,5,10,0
484,6,9,8,16,0
367,10,6,4,15,0
240,1,0,6,2,0
465,26,4,6,3,0
355,12,5,6,7,0
427,19,9,8,10,0
18,15,6,1,12,0
275,21,9,7,11,0
134,5,9,1,4,0
380,2,6,0,15,0
330,19,2,9,0,0
121,14,6,5,8,0
337,29,0,1,13,0
339,9,3,4,7,0
63,29,6,0,2,0
436,1,6,6,6,0
452,13,3,0,3,0
98,17,0,7,14,0
104,28,7,4,11,0
368,2,3,4,8,0
259,24,1,2,17,0
452,22,3,1,12,0
460,14,7,5,2,0
326,20,7,3,6,0
496,23,4,9,18,0
175,6,1,3,7,0
236,25,6,5,10,0
145,6,2,1,4,0
393,18,5,1,15,0
74,19,8,9,2,0
14,9,4,9,0,0
129,15,8,3,9,0
380,7,3,5,9,0
228,6,8,1,15,0
374,29,0,6,10,0
483,5,3,7,18,0
52,19,0,8,19,0
197,20,8,5,12,0
35,1,7,1,14,1
276,21,7,5,9,0
171,7,6,7,3,0
242,18,8,9,18,0
139,27,2,0,14,0
30,28,6,5,5,0
380,8,5,0,16,0
419,12,4,5,12,0
